,movies_title,director,vote_average,release_year,budget,revenue
1499,Invictus,Clint Eastwood,6.9,2009,60984026,124238661
1500,Planet 51,Jorge Blanco|Javier Abad|Marcos MartÃ­nez,5.7,2009,71148030,106666921
1501,Dorian Gray,Oliver Parker,5.8,2009,0,4784114
1502,The Haunting in Connecticut,Peter Cornwell,6.1,2009,0,78799220
1503,American Pie Presents: The Book of Love,John Putch,5.1,2009,0,0
1504,Green Lantern: First Flight,Lauren Montgomery,6.2,2009,3557401,0
1505,The Tournament,Scott Mann,5.7,2009,8131203,0
1506,Year One,Harold Ramis,4.5,2009,60984026,63380596
1507,Life During Wartime,Todd Solondz,5.1,2009,4573801,757031
1508,Ondine,Neil Jordan,6.2,2009,12196805,1671729
1509,Oceans,Jacques Perrin|Jacques Cluzaud,7.4,2009,0,19724679
1510,My Bloody Valentine,Patrick Lussier,5.3,2009,15246006,102386811
1511,Arthur et la vengeance de Maltazard,Luc Besson,5.3,2009,88426837,0
1512,Battlestar Galactica: The Plan,Edward James Olmos,6.4,2009,0,0
1513,Home,Yann Arthus-Bertrand,7.8,2009,0,0
1514,Old Dogs,Walt Becker,5.2,2009,35574015,93731746
1515,Bitch Slap,Rick Jacobson,4.5,2009,0,202706
1516,Agora,Alejandro AmenÃ¡bar,6.6,2009,71148030,39681802
1517,Mary and Max,Adam Elliot,7.5,2009,8131203,0
1518,The Boondock Saints II: All Saints Day,Troy Duffy,5.9,2009,8131203,10803646
1519,The Bad Lieutenant: Port of Call - New Orleans,Werner Herzog,5.8,2009,25410010,10762767
1520,The Imaginarium of Doctor Parnassus,Terry Gilliam,6.2,2009,30492013,62822465
1521,Horsemen,Jonas Ã…kerlund,6.0,2009,20328008,1034086
1522,Armored,NimrÃ³d Antal,5.6,2009,20328008,23318483
1523,Carriers,Ã€lex Pastor|David Pastor,5.7,2009,0,5897584
1524,L'ArmÃ©e du crime,Robert GuÃ©diguian,6.7,2009,10164004,0
1525,Hole in One,Drew Ann Rosenberg,4.7,2009,0,0
1526,My Fake Fiance,Gil Junger,5.5,2009,0,0
1527,Cirque du Freak: The Vampire's Assistant,Paul Weitz,5.5,2009,40656017,28631665
1528,Hulk vs. Wolverine,Frank Paur,6.9,2009,0,0
1529,Leaves of Grass,Tim Blake Nelson,5.6,2009,9147603,1001273
1530,An Education,Lone Scherfig,6.8,2009,7623003,26524851
1531,Funny People,Judd Apatow,5.5,2009,76230032,62466935
1532,Paper Man,Kieran Mulroney|Michele Mulroney,5.6,2009,0,0
1533,Up in the Air,Jason Reitman,6.6,2009,25410010,166354259
1534,Astro Boy,David Bowers,6.0,2009,66066028,44814179
1535,The International,Tom Tykwer,5.8,2009,50820021,61148063
1536,Triangle,Christopher Smith,7.0,2009,12196805,0
1537,The Hole,Joe Dante,5.7,2009,0,0
1538,Universal Soldier: Regeneration,John Hyams,5.3,2009,14229606,889742
1539,Fast & Furious,Justin Lin,6.4,2009,86394036,369120316
1540,Suck,Rob Stefaniuk,6.1,2009,0,0
1541,Nothing Personal,Urszula Antoniak,6.2,2009,0,0
1542,Capitalism: A Love Story,Michael Moore,6.9,2009,20328008,17722475
1543,Grey Gardens,Michael Sucsy,6.4,2009,12196805,0
1544,Thick as Thieves,Mimi Leder,5.6,2009,25410010,0
1545,Che: Part Two,Steven Soderbergh,6.4,2009,40656017,0
1546,Halloween II,Rob Zombie,5.2,2009,15246006,40067996
1547,Eating Out: All You Can Eat,Glenn Gaylord,6.0,2009,0,0
1548,Observe and Report,Jody Hill,5.5,2009,0,24401054
1549,Middle Men,George Gallo,6.6,2009,22360809,0
1550,Hannah Montana: The Movie,Peter Chelsom,5.8,2009,35574015,158096289
1551,Fighting,Dito Montiel,5.7,2009,0,33006709
1552,Banlieue 13 - Ultimatum,Patrick Alessandrin,5.9,2009,15246006,8930475
1553,Baby on Board,Brian Herzlinger,4.8,2009,8131203,0
1554,Aliens in the Attic,John Schultz,5.1,2009,45738019,58830330
1555,Tell-Tale,Michael Cuesta,4.8,2009,12196805,0
1556,Adam,Max Mayer,6.8,2009,0,2314746
1557,The Descent: Part 2,Jon Harris,6.0,2009,0,0
1558,The Collector,Marcus Dunstan,6.2,2009,3455761,9598903
1559,Die PÃ¤pstin,SÃ¶nke Wortmann,6.3,2009,0,27861792
1560,Beautiful Kate,Rachel Ward,6.2,2009,4370521,0
1561,Women in Trouble,Sebastian Gutierrez,4.5,2009,3049201,18393
1562,The Fourth Kind,Olatunde Osunsanmi,5.6,2009,10164004,43027579
1563,Glorious 39,Stephen Poliakoff,5.1,2009,6098402,0
1564,Solitary Man,Brian Koppelman|David Levien,5.7,2009,15246006,5107190
1565,Cracks,Jordan Scott,6.5,2009,0,0
1566,Redline,Takeshi Koike,7.2,2009,0,0
1567,The Infidel,Josh Appignanesi,5.9,2009,0,0
1568,The Disappearance of Alice Creed,J Blakeson,6.3,2009,813120,881944
1569,Duplicity,Tony Gilroy,5.5,2009,79428291,60984026
1570,Wild Cherry,Dana Lustig,5.2,2009,3557401,0
1571,Superman/Batman: Public Enemies,Sam Liu,6.8,2009,0,0
1572,Cabin Fever 2: Spring Fever,Ti West,4.0,2009,10164004,0
1573,Shrink,Jonas Pate,6.0,2009,5183642,0
1574,In the Electric Mist,Bertrand Tavernier,6.0,2009,0,0
1575,Space Buddies,Robert Vince,3.2,2009,0,0
1576,Wonder Woman,Lauren Montgomery,7.2,2009,0,0
1577,Bright Star,Jane Campion,6.3,2009,8639403,4512873
1578,Stargate SG-1: Children of the Gods,Mario Philip Azzopardi,6.7,2009,0,0
1579,Assassin's Creed: Lineage,Yves Simoneau,6.8,2009,0,0
1580,Ninja,Isaac Florentine,5.4,2009,10164004,0
1581,Santa Buddies,Robert Vince,4.8,2009,0,0
1582,Adventureland,Greg Mottola,6.3,2009,9655804,17445880
1583,Extract,Mike Judge,5.8,2009,8131203,11026707
1584,Scooby-Doo! The Mystery Begins,Brian Levant,5.5,2009,0,0
1585,Defendor,Peter Stebbings,6.3,2009,3557401,45191
1586,Beauty and the Beast,David Lister,5.6,2009,0,0
1587,American Virgin,Clare Kilner,5.3,2009,0,0
1588,Nine,Rob Marshall,5.0,2009,81312034,54708276
1589,Red Riding: In the Year of Our Lord 1983,Anand Tucker,6.0,2009,0,0
1590,The Messenger,Oren Moverman,6.9,2009,6606602,1546210
1591,The Stepfather,Nelson McCormick,5.6,2009,0,0
1592,Without a Paddle: Nature's Calling,Ellory Elkayem,5.5,2009,6403322,0
1593,Away We Go,Sam Mendes,6.6,2009,17278807,15143773
1594,My Life in Ruins,Donald Petrie,5.7,2009,17278807,20790751
1595,My Sister's Keeper,Nick Cassavetes,7.0,2009,30492013,97284640
1596,Seulpeumboda deo seulpeun Iyagi,Tae-Yeon Won,7.0,2009,0,0
1597,Rampage,Uwe Boll,6.0,2009,0,0
1598,The Cove,Louie Psihoyos,7.9,2009,0,1181486
1599,The Soloist,Joe Wright,6.5,2009,60984026,32240382
1600,"Family Guy Presents: Something, Something, Something, Dark Side",Dominic Polcino,7.2,2009,0,0
1601,Friday the 13th,Marcus Nispel,5.6,2009,19311608,92877707
1602,The Greatest,Shana Feste,6.2,2009,6098402,0
1603,Crossing Over,Wayne Kramer,5.8,2009,25410010,1054347
1604,The Last House on the Left,Dennis Iliadis,6.1,2009,0,0
1605,Mother and Child,Rodrigo GarcÃ­a,6.7,2009,7114803,0
1606,Turtles Forever,Roy Burdine|Lloyd Goldfine,5.7,2009,0,0
1607,Harry Brown,Daniel Barber,6.6,2009,7419723,10499159
1608,Surrogates,Jonathan Mostow,5.7,2009,81312034,124452919
1609,Merantau,Gareth Evans,5.9,2009,0,0
1610,Blood and Bone,Ben Ramsey,6.9,2009,3760681,0
1611,Labor Pains,Lara Shapiro,5.3,2009,0,0
1612,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,4.1,2009,50820021,12973539
1613,Hotel for Dogs,Thor Freudenthal,5.6,2009,35574015,74232256
1614,Creation,Jon Amiel,6.3,2009,0,0
1615,Veronika Decides to Die,Emily Young,5.9,2009,9147603,0
1616,Barbie Presents: Thumbelina,Conrad Helten,5.6,2009,0,0
1617,Exam,Stuart Hazeldine,6.6,2009,0,0
1618,Obsessed,Steve Shill,5.5,2009,20328008,75041189
1619,Tetro,Francis Ford Coppola,6.7,2009,15246006,115077
1620,Children of the Corn,Donald P. Borchers,4.2,2009,4573801,0
1621,The Keeper,Keoni Waxman,5.0,2009,10164004,0
1622,Lesbian Vampire Killers,Phil Claydon,5.1,2009,0,0
1623,44 Inch Chest,Malcolm Venville,5.4,2009,0,0
1624,The Good Witch's Garden,Craig Pryce,5.2,2009,0,0
1625,Whip It,Drew Barrymore,6.6,2009,15246006,16905823
1626,The Trotsky,Jacob Tierney,5.8,2009,6504962,0
1627,Metropia,Tarik Saleh,6.2,2009,5143728,0
1628,In the Loop,Armando Iannucci,6.5,2009,0,6250650
1629,Michael Jackson's This Is It,Kenny Ortega,6.6,2009,60984026,0
1630,The Vicious Kind,Lee Toland Krieger,6.3,2009,0,0
1631,The Last Station,Michael Hoffman,6.5,2009,0,0
1632,Contracorriente,Javier Fuentes-LeÃ³n,6.9,2009,0,0
1633,Dolan's Cadillac,Jeff Beesley,5.6,2009,10164004,0
1634,Dadnapped,Paul Hoen,4.2,2009,0,0
1635,The Limits of Control,Jim Jarmusch,6.3,2009,0,0
1636,According to Greta,Nancy Bardawil,6.0,2009,0,0
1637,Solomon Kane,Michael J. Bassett,5.5,2009,45738019,7938087
1638,Dead Man Running,Alex De Rakoff,5.9,2009,0,0
1639,Survival of the Dead,George A. Romero,4.6,2009,4065601,145539
1640,Dance Flick,Damien Dante Wayans,4.8,2009,0,0
1641,The Devil's Tomb,Jason Connery,3.9,2009,10164004,0
1642,Red Riding: In the Year of Our Lord 1974,Julian Jarrold,6.1,2009,0,0
1643,Barbie and the Three Musketeers,William Lau,6.1,2009,0,0
1644,X-Men Origins: Wolverine,Gavin Hood,6.2,2009,152460065,346726502
1645,Balls Out: The Gary Houseman Story,Danny Leiner,5.4,2009,0,0
1646,Mutant Pumpkins from Outer Space,Peter Ramsey,6.1,2009,0,0
1647,Mammoth,Lukas Moodysson,5.7,2009,10164004,0
1648,S. Darko,Chris Fisher,3.8,2009,4065601,4167241
1649,Prison Break: The Final Break,Kevin Hooks|Brad Turner,7.6,2009,0,0
1650,Happily N'Ever After 2,Steven E. Gordon|Boyd Kirkland,4.0,2009,0,0
1651,Virtuality,Peter Berg,4.6,2009,0,0
1652,Tanner Hall,Francesca Gregorini|Tatiana von Furstenberg,5.7,2009,0,0
1653,Black Dynamite,Scott Sanders,7.4,2009,2947561,301420
1654,The Thaw,Mark A. Lewis,4.7,2009,0,0
1655,City Island,Raymond De Felitta,6.3,2009,6098402,6780114
1656,The Gruffalo,Max Lang|Jakob Schuh,6.6,2009,0,0
1657,The Secret of Kells,Tomm Moore|Nora Twomey,7.1,2009,0,0
1658,Amelia,Mira Nair,5.3,2009,40656017,19574367
1659,Screamers: The Hunting,Sheldon Wilson,4.2,2009,0,0
1660,Desert Flower,Sherry Hormann,7.3,2009,0,45075
1661,Partly Cloudy,Peter Sohn,7.9,2009,0,0
1662,Der Knochenmann,Wolfgang Murnberger,7.2,2009,0,0
1663,Afro Samurai: Resurrection,Fuminori Kizaki,6.7,2009,0,0
1664,Boogie Woogie,Duncan Ward,6.0,2009,0,0
1665,Echelon Conspiracy,Greg Marcks,5.4,2009,0,508356
1666,Beyond a Reasonable Doubt,Peter Hyams,5.6,2009,25410010,4460537
1667,Love and Other Impossible Pursuits,Don Roos,6.0,2009,0,0
1668,Possession,Joel Bergvall|Simon Sandquist,5.6,2009,0,0
1669,Nativity!,Debbie Isitt,6.3,2009,0,0
1670,BaarÃ¬a,Giuseppe Tornatore,6.9,2009,35574015,0
1671,Dug's Special Mission,Ronnie del Carmen,6.9,2009,0,0
1672,Hunter Prey,Sandy Collora,5.5,2009,431970,0
1673,Motherhood,Katherine Dieckmann,5.1,2009,0,0
1674,New in Town,Jonas Elmer,5.3,2009,8131203,29486606
1675,Me and Orson Welles,Richard Linklater,6.4,2009,25410010,2374486
1676,Shorts,Robert Rodriguez,4.8,2009,40656017,29447669
1677,"My Son, My Son, What Have Ye Done",Werner Herzog,5.9,2009,0,0
1678,Alice,Nick Willing,6.0,2009,0,0
1679,Miss March,Zach Cregger|Trevor Moore,5.3,2009,0,0
1680,In Her Skin,Simone North,6.1,2009,7114803,0
1681,Five Minutes of Heaven,Oliver Hirschbiegel,6.4,2009,0,0
1682,Super Rhino,Nathan Greno,6.0,2009,0,0
1683,Ju-on: Shiroi rÃ´jo,Ryuta Miyake,6.2,2009,0,0
1684,The Private Lives of Pippa Lee,Rebecca Miller,6.1,2009,0,0
1685,Imagine That,Karey Kirkpatrick,5.7,2009,55902023,0
1686,Personal Effects,David Hollander,5.1,2009,0,0
1687,Fame,Kevin Tancharoen,5.3,2009,0,0
1688,From Within,Phedon Papamichael,6.1,2009,0,67545
1689,Nine Miles Down,Anthony Waller,5.4,2009,0,0
1690,Robin Williams: Weapons of Self Destruction,Marty Callner,6.6,2009,0,0
1691,Prep & Landing,Kevin Deters|Stevie Wermers,6.5,2009,0,0
1692,Gentlemen Broncos,Jared Hess,5.9,2009,10164004,0
1693,Walled In,Gilles Paquet-Brenner,4.9,2009,10164004,0
1694,The Human Centipede (First Sequence),Tom Six,5.0,2009,2044793,0
1695,Dread,Anthony DiBlasi,5.8,2009,0,0
1696,Dragonball Evolution,James Wong,3.1,2009,101640043,0
1697,The Countess,Julie Delpy,5.1,2009,8639403,0
1698,John Rabe,Florian Gallenberger,7.2,2009,20328008,0
1699,Sorority Row,Stewart Hendler,5.3,2009,12705005,27652312
1700,Hardwired,Ernie Barbarash|Tia Buhl,4.9,2009,5082002,0
1701,The Maiden Heist,Peter Hewitt,5.7,2009,20328008,0
1702,The Last Templar,Paolo Barzman,4.9,2009,0,0
1703,Middle of Nowhere,John Stockwell,6.3,2009,0,0
1704,The Killing Room,Jonathan Liebesman,5.4,2009,0,0
1705,The House of the Devil,Ti West,5.9,2009,0,0
1706,Legally Blondes,Savage Steve Holland,4.5,2009,0,0
1707,The Revenant,D. Kerry Prior ,5.5,2009,0,0
1708,Giallo,Dario Argento,3.6,2009,14229606,0
1709,Deep in the Valley,Christian Forte,4.2,2009,0,0
1710,The New Daughter,Luis Berdejo,5.2,2009,0,0
1711,Nowhere Boy,Sam Taylor-Johnson,6.9,2009,0,0
1712,Prayers for Bobby,Russell Mulcahy,7.4,2009,0,0
1713,St Trinian's 2: The Legend of Fritton's Gold,Oliver Parker|Barnaby Thompson,5.1,2009,0,0
1714,Stay Cool,Michael Polish,4.5,2009,4573801,0
1715,Behind Enemy Lines III: Colombia,Tim Matheson|Reynaldo Rodriguez,5.3,2009,0,0
1716,Forget Me Not,Tyler Oliver,5.2,2009,0,0
1717,Dead Like Me: Life After Death,Stephen Herek,5.8,2009,0,0
1718,Open Graves,Ãlvaro de ArmiÃ±Ã¡n,4.6,2009,6606602,0
1719,Gifted Hands: The Ben Carson Story,Thomas Carter,7.2,2009,0,0
1720,B.O.B.'s Big Break,Robert Porter,6.1,2009,0,0
1721,Princess Protection Program,Allison Liddi-Brown,6.1,2009,0,0
1722,ChÃ©ri,Stephen Frears,5.8,2009,23377209,9519837
1723,Tales of the Black Freighter,Mike Smith|Daniel DelPurgatorio,6.7,2009,0,0
1724,The Joneses,Derrick Borte,6.0,2009,10164004,7137903
1725,Arlen Faber,John Hindman,6.1,2009,0,0
1726,Espion(s),Nicolas Saada,6.0,2009,0,0
1727,Mrs. Miracle,Michael Scott,5.5,2009,0,0
1728,Fired Up!,Will Gluck,5.9,2009,20328008,18904135
1729,Cherrybomb,Lisa Barros D'Sa|Glenn Leyburn,5.9,2009,0,0
1730,My One and Only,Richard Loncraine,6.0,2009,0,2520203
1731,The Firm,Nick Love,6.3,2009,0,0
1732,Serious Moonlight,Cheryl Hines,5.3,2009,0,0
1733,Wanted,Prabhu Deva,4.9,2009,76,136
1734,World's Greatest Dad,Bobcat Goldthwait,6.3,2009,10164004,300600
1735,Road Trip: Beer Pong,Steve Rash,5.2,2009,0,0
1736,The Girlfriend Experience,Steven Soderbergh,5.5,2009,1727880,1024493
1737,Night of the Demons,Adam Gierasch,4.2,2009,10164004,0
1738,Wuthering Heights,Coky Giedroyc,7.4,2009,0,0
1739,Transylmania,David Hillenbrand|Scott Hillenbrand,3.7,2009,0,268269
1740,Damage,Jeff King,5.6,2009,0,0
1741,Summer's Blood,Lee Demarbre,4.8,2009,0,0
1742,Cold Souls,Sophie Barthes,6.5,2009,0,0
1743,Into the Blue 2: The Reef,Stephen Herek,5.0,2009,0,0
1744,A Dangerous Man,Keoni Waxman,4.8,2009,6606602,0
1745,When You're Strange,Tom DiCillo,7.6,2009,0,0
1746,The Lodger,David Ondaatje,5.1,2009,0,0
1747,Dark Country,Thomas Jane,5.5,2009,0,0
1748,Leningrad,Aleksandr Buravsky,5.7,2009,0,0
1749,The Phantom,Paolo Barzman,4.1,2009,0,0
1750,Hulk vs. Thor,Sam Liu,6.4,2009,0,0
1751,12 Men of Christmas,Arlene Sanford,5.3,2009,0,0
1752,Under the Sea 3D,Howard Hall,6.8,2009,0,0
1753,Into the Storm,Thaddeus O'Sullivan,5.8,2009,0,0
1754,Frequently Asked Questions About Time Travel,Gareth Carrivick,7.1,2009,0,0
1755,De helaasheid der dingen,Felix Van Groeningen,7.4,2009,0,0
1756,Post Grad,Vicky Jenson,5.1,2009,15246006,6510293
1757,Grace,Paul Solet,4.9,2009,5082002,0
1758,Paper Heart,Nicholas Jasenovec,5.1,2009,1016400,1318241
1759,Across the Hall,Alex Merkin,6.3,2009,0,0
1760,The Marine 2,Roel ReinÃ©,4.2,2009,0,0
1761,Ben 10: Alien Swarm,Alex Winter,4.4,2009,40656017,0
1762,Doghouse,Jake West,5.6,2009,0,0
1763,The Hills Run Red,Dave Parker,4.6,2009,0,0
1764,Looking for Eric,Ken Loach,6.0,2009,0,0
1765,Taking Woodstock,Ang Lee,5.9,2009,0,0
1766,George & A.J.,Josh Cooley,5.7,2009,0,0
1767,The Terminators,Xavier S. Puslowski,3.1,2009,0,0
1768,Taking Chance,Ross Katz,6.7,2009,0,0
1769,Notorious,"George Tillman, Jr.",6.6,2009,0,43757611
1770,The Loved Ones,Sean Byrne,6.3,2009,0,0
1771,Everybody's Fine,Kirk Jones,6.5,2009,21344409,0
1772,Bionicle: The Legend Reborn,Mark Baldo,4.9,2009,0,0
1773,ZMD: Zombies of Mass Destruction,Kevin Hamedani,3.7,2009,0,0
1774,Crazy Heart,Scott Cooper,6.4,2009,7114803,40109639
1775,The Three Investigators and the Secret of Terror Castle,Florian Baxmeyer,5.7,2009,0,0
1776,Tormented,Jon Wright,4.7,2009,0,0
1777,"The Goods: Live Hard, Sell Hard",Neal Brennan,5.3,2009,10164004,0
1778,Triage,Danis TanoviÄ‡,6.5,2009,0,0
1779,Ricky,FranÃ§ois Ozon,5.1,2009,0,0
1780,Stolen Lives,Anders Anderson,6.0,2009,2032800,7425
1781,I Hate Valentine's Day,Nia Vardalos,4.9,2009,0,0
1782,Driven To Kill,Jeff King,4.8,2009,10164004,0
1783,"Give 'em Hell, Malone",Russell Mulcahy,6.3,2009,15246006,0
1784,The Courageous Heart of Irena Sendler,John Kent Harrison,6.0,2009,0,0
1785,The Jerk Theory,Scott S. Anderson,5.2,2009,0,0
1786,Jusqu'Ã  toi,Jennifer DevoldÃ¨re,4.7,2009,0,0
1787,Perrierâ€™s Bounty,Ian Fitzgibbon,4.8,2009,0,0
1788,Alabama Moon,Tim McCanlies,6.1,2009,0,0
1789,Humpday,Lynn Shelton,5.1,2009,0,0
1790,The Haunted World of El Superbeasto,Rob Zombie,6.9,2009,0,0
1791,Not Forgotten,Dror Soref,5.4,2009,0,0
1792,The Six Wives of Henry Lefay,Howard Michael Gould,6.2,2009,0,0
1793,Tetsuo: The Bullet Man,Shinya Tsukamoto,5.3,2009,0,0
1794,TiMER,Jac Schaeffer,5.9,2009,0,0
1795,The September Issue,R. J. Cutler,7.1,2009,0,0
1796,Feast III: The Happy Finish,John Gulager,4.5,2009,0,0
1797,Like Dandelion Dust,Jon Gunn,7.0,2009,2541001,358596
1798,Tellement proches,Eric Toledano|Olivier Nakache,6.5,2009,0,0
1799,Homecoming,Morgan J. Freeman,5.8,2009,1524600,0
1800,I Hope They Serve Beer in Hell,Bob Gosse,5.6,2009,7114803,1452740
1801,Amreeka,Cherien Dabis,6.4,2009,0,0
1802,Emma,Jim O'Hanlon,7.6,2009,0,0
1803,Lebanon,Samuel Maoz,6.0,2009,0,0
1804,Mega Shark vs Giant Octopus,Jack Perez,4.5,2009,0,0
1805,Lascars,Emmanuel Klotz|Albert Pereira-Lazaro,6.6,2009,12705005,0
1806,It Might Get Loud,Davis Guggenheim,7.4,2009,0,1927343
1807,The Cell 2,Tim Iacofano,3.4,2009,0,0
1808,BrÃ¼no,Larry Charles,5.2,2009,42688818,0
1809,Wizards of Waverly Place: The Movie,Lev L. Spiro,5.8,2009,0,0
1810,Accidents Happen,Andrew Lancaster,6.5,2009,0,0
1811,Oscar et la dame Rose,Eric-Emmanuel Schmitt,6.6,2009,0,0
1812,Command Performance,Dolph Lundgren,4.0,2009,0,0
1813,Futurama: Into the Wild Green Yonder,Peter Avanzino,7.1,2009,0,0
1814,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Manny Rodriguez,6.9,2009,0,0
1815,The King of Fighters,Gordon Chan,4.6,2009,12196805,0
1816,Mystery Team,Dan Eckman,7.0,2009,0,0
1817,The Hunt for Gollum,Chris Bouchard,5.9,2009,5082,0
1818,Beautiful,Dean O'Flaherty,4.4,2009,1524600,56918
1819,Blood Creek,Joel Schumacher,5.4,2009,0,0
1820,Ace Ventura Jr: Pet Detective,David M. Evans,3.4,2009,7623003,0
1821,Sorority Wars,James Hayman,6.0,2009,0,0
1822,Uncertainty,Scott McGehee|David Siegel,5.5,2009,0,0
1823,Night Train,Brian King,5.3,2009,0,0
1824,Infestation,Kyle Rankin,5.8,2009,0,0
1825,Next Day Air,Benny Boom,5.0,2009,0,0
1826,The Good Guy,Julio DePietro,5.6,2009,3252481,0
1827,The Canyon,Richard Harrah,5.9,2009,0,0
1828,Goal! III: Taking On The World,Andrew Morahan,3.5,2009,0,0
1829,Did You Hear About The Morgans?,Marc Lawrence,5.0,2009,58951225,86678883
1830,Garfield's Pet Force,Mark A.Z. DippÃ©,6.9,2009,0,0
1831,The Grudge 3,Toby Wilkins,5.4,2009,5082002,39243229
1832,The Shortcut,Nicholaus Goossen,4.6,2009,0,0
1833,Doctor Who: Planet of the Dead,James Strong,7.3,2009,0,0
1834,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,7.6,2009,0,0
1835,Coco,Gad Elmaleh,4.4,2009,0,0
1836,Le Vilain,Albert Dupontel,5.7,2009,0,0
1837,Make the Yuletide Gay,Rob Williams,6.0,2009,0,0
1838,To Save A Life,Brian Baugh,5.6,2009,0,0
1839,Le Coach,Olivier Doran,5.7,2009,0,0
1840,Good Hair,Jeff Stilson,7.0,2009,0,0
1841,Ink,Jamin Winans,6.6,2009,0,0
1842,Hit and Run,Enda McCallion,4.1,2009,3557401,0
1843,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,6.2,2009,3557401,0
1844,Amore 14,Federico Moccia,3.8,2009,0,0
1845,Weather Girl,Blayne Weaver,5.2,2009,0,0
1846,Paintball,Daniel Benmayor,3.7,2009,0,0
1847,The Messengers 2: The Scarecrow,Martin Barnewitz,5.1,2009,0,0
1848,Lightbulb,Jeff Balsmeyer,5.5,2009,0,0
1849,Spectacular!,Robert Iscove,5.2,2009,0,0
1850,Against the Dark,Richard Crudo,3.5,2009,9147603,0
1851,Stan Helsing,Bo Zenga,4.1,2009,109,0
1852,The Diary of Anne Frank,,7.5,2009,0,0
1853,Big Fan,Robert D. Siegel,5.7,2009,254100,236548
1854,Italians,Giovanni Veronesi,4.9,2009,0,0
1855,Best Worst Movie,Michael Stephenson,7.6,2009,0,0
1856,Sweet Karma,Andrew Thomas Hunt	,4.7,2009,0,0
1857,The Marc Pease Experience,Todd Louiso,4.5,2009,0,0
1858,I Can Do Bad All By Myself,Tyler Perry,6.1,2009,0,0
1859,Heartless,Philip Ridley,6.1,2009,0,0
1860,2081,Chandler Tuttle,6.6,2009,0,0
1861,Cairo Time,Ruba Nadda,5.7,2009,0,0
1862,Hatching Pete,Stuart Gillard,5.1,2009,0,0
1863,The Age of Stupid,Franny Armstrong,6.0,2009,0,0
1864,Iron Maiden: Flight 666,Sam Dunn|Scot McFadyen,8.3,2009,0,0
1865,Life,Martha Holmes|Simon Blakeney|Stephen Lyle,7.0,2009,0,0
1866,Mao's Last Dancer,Bruce Beresford,6.7,2009,25410010,21059258
1867,Laid to Rest,Robert Hall,5.2,2009,0,0
1868,Vertige,Abel Ferry,5.5,2009,0,0
1869,The Slammin' Salmon,Kevin Heffernan,6.0,2009,0,0
1870,Loose Change 9/11: An American Coup,Dylan Avery,6.0,2009,0,0
1871,Down Terrace,Ben Wheatley,6.5,2009,31703,10164
1872,Paa,,6.1,2009,3303301,0
1873,A Very Potter Musical,Matt Lang,6.9,2009,0,0
1874,Paranormal Entity,Shane Van Dyke,4.6,2009,0,0
1875,Fear Island,Michael Storey,4.6,2009,0,0
1876,Art & Copy,Doug Pray,6.9,2009,0,0
1877,The Damned United,Tom Hooper,7.1,2009,10164004,0
1878,Collapse,Chris Smith,7.7,2009,0,0
1879,Doctor Who: The End of Time,Euros Lyn,7.9,2009,0,0
1880,Direct Contact,Danny Lerner,3.5,2009,6098402,0
1881,The War Boys,Ron Daniels,5.6,2009,0,0
1882,CinÃ©man,Yann Moix,3.3,2009,0,0
1883,Madea Goes to Jail,Tyler Perry,6.9,2009,0,91992712
1884,35 Rhums,Claire Denis,5.9,2009,0,0
1885,Don McKay,Jake Goldberger,4.5,2009,0,0
1886,The Wild and Wonderful Whites of West Virginia,Julien Nitzberg,5.7,2009,0,0
1887,Book of Blood,John Harrison,5.3,2009,0,0
